/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
27,27,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0001,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0002,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0003,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0004,Retail_0004,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0005,Retail_0005,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0006,Retail_0006,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0007,Retail_0007,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0008,Retail_0008,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0009,Retail_0009,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0010,Retail_0010,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0011,Retail_0011,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Dist_0012,Retail_0012,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0014,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0014,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0025,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0027,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0034,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0032,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0034,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0032,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0034,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0034,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0034,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0036,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0038,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0036,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0038,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0034,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Manuf_0038,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Manuf_0038,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Dist_0001,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0015,Dist_0001,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Dist_0002,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0017,Dist_0002,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Dist_0003,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Dist_0003,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Dist_0004,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Dist_0004,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Dist_0005,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0023,Dist_0005,,,,,,,,,,,
27,,Company Identifier,SIC Code,SIC Description,Manuf_0024,Dist_0006,,,,,,,,,,,
