/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
25,25,Company Identifier,SIC Code,SIC Description,Manuf_0001,Retail_0001,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Retail_0002,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Retail_0003,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Retail_0004,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Retail_0005,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Retail_0006,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Retail_0007,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Retail_0008,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Retail_0009,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Retail_0010,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Retail_0011,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Retail_0012,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Retail_0013,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Retail_0014,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0015,Retail_0015,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0016,Retail_0016,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0017,Retail_0017,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0018,Retail_0018,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0019,Retail_0019,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0020,Retail_0020,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0021,Retail_0021,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0022,Retail_0022,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0023,Retail_0023,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0024,Retail_0024,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0025,Retail_0025,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0026,Retail_0026,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0027,Retail_0027,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0028,Retail_0028,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0029,Retail_0029,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0030,Retail_0030,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0031,Retail_0031,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0032,Retail_0032,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0033,Retail_0033,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0034,Retail_0034,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0035,Retail_0035,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0036,Retail_0036,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0037,Retail_0037,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0038,Retail_0038,,,,,,,,,,,
25,,Company Identifier,SIC Code,SIC Description,Manuf_0039,Retail_0039,,,,,,,,,,,
