/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
14,14,Company Identifier,SIC Code,SIC Description,Dist_0001,Manuf_0001,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0001,Manuf_0004,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0001,Manuf_0005,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0001,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Manuf_0002,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Manuf_0004,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Manuf_0005,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Manuf_0006,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0002,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0005,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0006,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0007,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0008,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Manuf_0003,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Manuf_0004,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Manuf_0005,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0003,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0004,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0009,,,,,,,,,,,,
14,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0010,,,,,,,,,,,,
