/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
15,15,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0029,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0030,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0031,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0004,Retail_0032,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0005,Retail_0033,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0006,Retail_0034,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0007,Retail_0035,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0008,Retail_0036,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0009,Retail_0037,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0010,Retail_0038,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0011,Retail_0039,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0012,Retail_0040,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0013,Retail_0041,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0014,Retail_0042,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0015,Retail_0043,,,,,,,,,,,,
15,,Company Identifier,SIC Code,SIC Description,Dist_0016,Retail_0044,,,,,,,,,,,,
