/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
30,30,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0001,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0001,Trans_0001,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0001,Trans_0002,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0001,Trans_0003,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0001,Trans_0004,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0002,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0002,Trans_0005,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0002,Trans_0006,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0002,Trans_0007,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0002,Trans_0008,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0002,Trans_0009,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0003,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0010,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0011,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0012,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0013,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0014,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0015,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0003,Trans_0016,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Retail_0004,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0017,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0018,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0019,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0020,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0021,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0022,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0004,Trans_0023,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Retail_0005,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0024,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0025,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0026,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0027,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0028,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0029,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0005,Trans_0030,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Retail_0006,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0031,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0032,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0033,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0034,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0035,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0036,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0006,Trans_0037,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0007,Retail_0007,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0007,Trans_0038,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0007,Trans_0039,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0007,Trans_0040,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0007,Trans_0041,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0007,Trans_0042,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Retail_0008,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0043,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0044,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0045,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0046,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0047,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0048,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0049,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0008,Trans_0050,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Retail_0009,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0051,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0052,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0053,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0054,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0055,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0056,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0057,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0009,Trans_0058,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Retail_0010,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0059,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0060,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0061,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0062,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0063,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0064,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0010,Trans_0065,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Retail_0011,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0066,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0067,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0068,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0069,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0070,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0071,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0072,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0011,Trans_0073,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Retail_0012,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0074,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0075,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0076,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0077,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0078,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0079,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0080,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0012,Trans_0081,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Retail_0013,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0082,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0083,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0084,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0085,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0086,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0087,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0088,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Retail_0014,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0089,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0090,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0091,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0092,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0093,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0094,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0095,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0015,Retail_0015,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0015,Trans_0096,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0015,Trans_0097,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0015,Trans_0098,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0015,Trans_0099,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0015,Trans_0100,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Retail_0016,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Trans_0101,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Trans_0102,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Trans_0103,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Trans_0104,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Trans_0105,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0016,Trans_0106,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Retail_0017,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Trans_0107,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Trans_0108,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Trans_0109,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Trans_0110,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Trans_0111,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0017,Trans_0112,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Retail_0018,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Trans_0113,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Trans_0114,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Trans_0115,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Trans_0116,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Trans_0117,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0018,Trans_0118,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0019,Retail_0019,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0019,Trans_0119,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0019,Trans_0121,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0020,Retail_0020,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0020,Trans_0120,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0020,Trans_0122,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Retail_0021,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0123,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0124,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0125,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0126,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0127,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0128,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0129,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0130,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0021,Trans_0131,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0022,Retail_0022,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0022,Trans_0132,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0022,Trans_0133,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0022,Trans_0134,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0022,Trans_0135,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0022,Trans_0136,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0023,Trans_0137,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Retail_0023,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0138,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0139,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0140,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0141,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0142,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0143,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0024,Trans_0144,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0025,Retail_0024,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0025,Trans_0145,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Retail_0025,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0146,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0147,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0148,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0149,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0150,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0151,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0026,Trans_0152,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0027,Retail_0026,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0027,Trans_0153,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0027,Trans_0154,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0027,Trans_0155,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0027,Trans_0156,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0028,Retail_0027,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0028,Trans_0157,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0028,Trans_0158,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0028,Trans_0159,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0029,Retail_0028,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0029,Trans_0160,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0030,Retail_0029,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0030,Trans_0161,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0030,Trans_0162,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0030,Trans_0163,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0031,Retail_0030,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0031,Trans_0164,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0031,Trans_0165,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0031,Trans_0166,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Retail_0031,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0167,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0168,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0169,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0170,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0171,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0172,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0173,,,,,,,,,,,,
30,,Company Identifier,SIC Code,SIC Description,Dist_0032,Trans_0174,,,,,,,,,,,,
