/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
34,34,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0037,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0039,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0040,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0020,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0033,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0034,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0035,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0030,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0031,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0032,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0055,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0042,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0043,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0044,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0045,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0043,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0004,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0013,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0014,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0015,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0016,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0017,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0018,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0019,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0020,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0021,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0022,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0024,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0025,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0027,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0033,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0034,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0035,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0036,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0037,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0038,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0039,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0040,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0041,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0048,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0049,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0050,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0051,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0052,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0054,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0055,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0056,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0057,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0042,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0043,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0044,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0045,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0042,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0043,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0044,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0045,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0005,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0006,Manuf_0007,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0007,Manuf_0007,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0008,Manuf_0007,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0009,Manuf_0015,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0009,Manuf_0016,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0010,Manuf_0020,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0013,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0014,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0015,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0016,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0017,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0018,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0019,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0020,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0021,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0024,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0025,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0027,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0033,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0034,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0035,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0036,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0037,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0038,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0039,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0040,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0041,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0048,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0049,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0050,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0051,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0052,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0054,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0055,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0056,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0011,Manuf_0057,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0012,Manuf_0007,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0013,Manuf_0007,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0024,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0027,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0014,Manuf_0041,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0025,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0015,Manuf_0048,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0016,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0016,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0017,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0018,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0013,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0019,Manuf_0014,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0020,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0021,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0022,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0023,Manuf_0013,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0023,Manuf_0014,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0024,Manuf_0013,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0024,Manuf_0014,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0025,Manuf_0046,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0026,Manuf_0053,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0036,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0027,Manuf_0038,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0028,Manuf_0009,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0028,Manuf_0010,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0029,Manuf_0009,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0029,Manuf_0010,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0033,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0034,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0030,Manuf_0035,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0031,Manuf_0058,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0032,Manuf_0058,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0013,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0014,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0015,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0016,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0017,,,,,,,,,,,
34,,Company Identifier,SIC Code,SIC Description,Part_0033,Manuf_0018,,,,,,,,,,,
