/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
29,29,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0001,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0002,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0003,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0004,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0005,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0006,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0007,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0008,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0009,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0010,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0011,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0012,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0013,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0014,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0015,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0016,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0017,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0018,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0021,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0019,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0020,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0022,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0023,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0024,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0025,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0028,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Trans_0026,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Trans_0027,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Trans_0029,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Trans_0030,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Trans_0031,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Trans_0032,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Trans_0033,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Trans_0034,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Trans_0035,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Trans_0036,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Trans_0037,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Trans_0038,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Trans_0039,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Trans_0040,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Trans_0041,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Trans_0042,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0012,Trans_0043,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Trans_0044,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0013,Trans_0047,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Trans_0045,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Trans_0046,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Trans_0048,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Trans_0049,,,,,,,,,,,,
29,,Company Identifier,SIC Code,SIC Description,Manuf_0014,Trans_0050,,,,,,,,,,,,
