/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
16,16,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0013,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0014,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0015,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0016,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0002,Dist_0017,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0002,Dist_0018,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0002,Dist_0019,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0002,Dist_0020,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0003,Dist_0021,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0003,Dist_0022,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0003,Dist_0023,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0003,Dist_0024,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0004,Dist_0025,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0004,Dist_0026,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0004,Dist_0027,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0004,Dist_0028,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0005,Dist_0029,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0005,Dist_0030,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0005,Dist_0031,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0005,Dist_0032,,,,,,,,,,,,
16,,Company Identifier,SIC Code,SIC Description,Dist_0006,Dist_0033,,,,,,,,,,,,
