/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
37,37,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0001,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0003,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0004,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0005,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0006,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0007,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0008,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0350,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Trans_0351,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0002,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0129,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0130,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0131,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0132,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0133,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0134,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0135,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Trans_0456,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0009,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0010,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0011,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0012,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0013,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0014,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0015,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0016,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Trans_0017,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0018,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0019,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0020,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0021,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0022,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0023,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0024,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0025,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Trans_0026,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0027,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0028,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0029,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0030,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0031,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0032,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0033,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0034,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0035,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Trans_0036,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0037,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0038,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0039,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0040,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0041,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0042,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0043,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0044,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Trans_0045,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0046,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0047,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0048,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0049,,,,,,,,,,,,
37,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Trans_0050,,,,,,,,,,,,
