/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
31,31,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0001,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0002,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0003,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0004,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0005,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0006,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0007,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0008,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0009,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0010,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0011,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0012,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0013,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0014,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0015,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0016,,,,,,,,,,,,
31,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0017,,,,,,,,,,,,
