/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
18,18,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0001,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0002,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0003,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0004,Retail_0004,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0005,Retail_0005,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0006,Retail_0006,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0007,Retail_0007,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0008,Retail_0008,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0009,Retail_0009,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0010,Retail_0010,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0011,Retail_0011,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0012,Retail_0012,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0013,Trans_0020,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0014,Trans_0021,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0015,Retail_0013,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0016,Retail_0014,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0017,Retail_0015,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0018,Retail_0016,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0019,Retail_0017,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0020,Retail_0018,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0021,Retail_0019,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0022,Retail_0020,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0023,Retail_0021,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0024,Retail_0022,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0025,Retail_0023,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0026,Retail_0024,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0027,Retail_0025,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0028,Trans_0022,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0029,Retail_0026,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0030,Retail_0027,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Dist_0031,Retail_0028,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Dist_0001,,,,,,,,,,,
18,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Dist_0002,,,,,,,,,,,
