/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
13,13,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0099,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0099,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0099,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0099,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0099,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0099,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0100,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Manuf_0108,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0100,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0107,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0008,Manuf_0108,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0100,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0009,Manuf_0108,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0100,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0101,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0102,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0103,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0104,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0106,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0010,Manuf_0108,,,,,,,,,,,
13,,Company Identifier,SIC Code,SIC Description,Manuf_0011,Manuf_0100,,,,,,,,,,,
