/chain,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@xPos,/stages/stage/@yPos
4,4,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0008,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0009,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Dist_0001,Dist_0010,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Dist_0004,Dist_0011,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Dist_0001,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Dist_0002,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Dist_0003,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Dist_0004,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Dist_0005,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Dist_0006,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Manuf_0007,Dist_0007,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0001,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0002,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0003,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0004,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0005,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0006,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0001,Manuf_0007,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0001,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0002,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0003,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0004,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0005,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0006,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0002,Manuf_0007,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0001,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0002,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0003,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0004,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0005,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0006,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0003,Manuf_0007,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0001,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0002,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0003,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0004,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0005,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0006,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,Part_0004,Manuf_0007,,,,,,,,,,,
4,,Company Identifier,SIC Code,SIC Description,,,,,1,,Dist,9.02,Dist_0001,35,,368,32
4,,Company Identifier,SIC Code,SIC Description,,,600,0,1,0.96,Dist,4.54,Dist_0002,35,5,368,96
4,,Company Identifier,SIC Code,SIC Description,,,150,0,1,0.96,Dist,7.55,Dist_0003,35,5,368,160
4,,Company Identifier,SIC Code,SIC Description,,,,,1,,Dist,8.55,Dist_0004,35,,368,224
4,,Company Identifier,SIC Code,SIC Description,,,300,0,1,0.96,Dist,4.01,Dist_0005,35,5,368,288
4,,Company Identifier,SIC Code,SIC Description,,,90,0,1,0.96,Dist,4.02,Dist_0006,35,5,368,352
4,,Company Identifier,SIC Code,SIC Description,,,30,0,1,0.96,Dist,3.96,Dist_0007,35,5,368,416
4,,Company Identifier,SIC Code,SIC Description,,,420,0,0,0.96,Dist,2.57,Dist_0008,14,2,512,32
4,,Company Identifier,SIC Code,SIC Description,,,300,0,0,0.96,Dist,2.16,Dist_0009,14,3,512,96
4,,Company Identifier,SIC Code,SIC Description,,,900,0,0,0.96,Dist,1.05,Dist_0010,0,5,512,160
4,,Company Identifier,SIC Code,SIC Description,,,210,0,0,0.96,Dist,7.37,Dist_0011,0,5,512,224
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,9.7,Manuf_0001,35,,224,32
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,10.13,Manuf_0002,35,,224,96
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,7.37,Manuf_0003,35,,224,160
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,5.26,Manuf_0004,35,,224,224
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,5.85,Manuf_0005,35,,224,288
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,6.3,Manuf_0006,35,,224,352
4,,Company Identifier,SIC Code,SIC Description,,,,,2,,Manuf,5.48,Manuf_0007,35,,224,416
4,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,26.3,Part_0001,90,,48,32
4,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,27.92,Part_0002,120,,48,96
4,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,34.56,Part_0003,120,,48,160
4,,Company Identifier,SIC Code,SIC Description,,,,,3,,Part,106.34,Part_0004,0,,48,224
