/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
7,7,Company Identifier,SIC Code,SIC Description,Manuf_0001,Retail_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Manuf_0002,Retail_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Manuf_0003,Retail_0003,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Manuf_0004,Retail_0004,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Manuf_0005,Retail_0005,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Manuf_0006,Retail_0006,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0001,Trans_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0002,Trans_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0003,Trans_0003,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0004,Trans_0004,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0005,Trans_0005,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0006,Trans_0006,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0007,Trans_0007,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0008,Trans_0008,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0009,Trans_0009,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0010,Trans_0010,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0011,Trans_0011,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0012,Trans_0012,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Part_0013,Trans_0013,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0003,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0004,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0005,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0001,Manuf_0006,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0002,Manuf_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0003,Manuf_0003,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0003,Manuf_0004,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0005,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0004,Manuf_0006,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0003,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0005,Manuf_0005,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0004,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0006,Manuf_0006,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0004,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0005,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0007,Manuf_0006,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0001,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0002,,,,,,,,,,,,
7,,Company Identifier,SIC Code,SIC Description,Trans_0008,Manuf_0003,,,,,,,,,,,,
