/chain,,,,,,,,,,,,,,,,,,
/@company,/@company/#agg,/@companyIdentifier,/@sicCode,/@sicDescription,/arcs/arc/@from,/arcs/arc/@to,/stages/stage/@avgDemand,/stages/stage/@maxServiceTime,/stages/stage/@relDepth,/stages/stage/@serviceLevel,/stages/stage/@stageClassification,/stages/stage/@stageCost,/stages/stage/@stageName,/stages/stage/@stageTime,/stages/stage/@stDevDemand,/stages/stage/@stDevStageTime,/stages/stage/@xPos,/stages/stage/@yPos
21,21,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0001,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0001,Retail_0002,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0003,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0002,Retail_0004,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0005,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0003,Retail_0006,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0004,Retail_0007,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0004,Retail_0008,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0005,Retail_0009,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0005,Retail_0010,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0006,Retail_0011,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0006,Retail_0012,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0007,Retail_0013,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0007,Retail_0014,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0008,Retail_0015,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0008,Retail_0016,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0009,Retail_0017,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0009,Retail_0018,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0010,Retail_0019,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0010,Retail_0020,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0011,Retail_0021,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0011,Retail_0022,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0012,Retail_0023,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0012,Retail_0024,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0013,Retail_0025,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0013,Retail_0026,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0014,Retail_0027,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0014,Retail_0028,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0015,Retail_0029,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0015,Retail_0030,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0016,Retail_0031,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0016,Retail_0032,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0017,Retail_0033,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Dist_0017,Retail_0034,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0014,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0015,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0016,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0017,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0018,,,,,,,,,,,,
21,,Company Identifier,SIC Code,SIC Description,Manuf_0001,Manuf_0019,,,,,,,,,,,,
